artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Jason Isbell and the 400 Unit,Alabama Pines,0.411,0.591,4,-9.684,1,0.0275,0.38,0.0301,0.441,0.237,100.423,229267,4
Judah & the Lion,Mason-Dixon Line,0.469,0.881,2,-7.167,1,0.0316,0.0122,0.000211,0.371,0.607,98.288,235547,4
Moon Taxi,Let The Record Play,0.672,0.855,1,-4.293,0,0.0785,0.0044,0.16,0.167,0.779,166.025,188667,4
Quinn XCII,60 Seconds,0.79,0.661,11,-5.355,1,0.0536,0.107,0,0.14,0.674,144.966,183080,4
Prince Fox,Space (feat. Quinn XCII),0.632,0.571,7,-6.856,0,0.0591,0.226,0,0.124,0.296,97.812,177000,4
Moon Taxi,Red Hot Lights,0.603,0.865,8,-3.02,0,0.0383,0.00986,0.0005,0.109,0.546,122.984,210907,4
Matt Maeson,Me and My Friends Are Lonely,0.668,0.491,0,-8.997,0,0.111,0.0558,0,0.15,0.49,74.028,180320,4
NEEDTOBREATHE,HARD LOVE (feat. Lauren Daigle),0.449,0.832,0,-4.247,0,0.0554,0.0604,0,0.264,0.392,83.937,217693,4
NEEDTOBREATHE,Something Beautiful,0.527,0.817,1,-5.036,1,0.0353,0.0213,2.04e-05,0.16,0.516,95.98,220613,4
NEEDTOBREATHE,HAPPINESS - Acoustic,0.65,0.454,8,-7.85,1,0.0287,0.365,0,0.297,0.327,97.996,222966,4
NEEDTOBREATHE,TESTIFY,0.495,0.71,0,-3.941,1,0.0288,0.471,0,0.0703,0.319,90.024,243800,4
NEEDTOBREATHE,Difference Maker,0.652,0.323,6,-13.705,1,0.0304,0.676,0.00245,0.102,0.0753,114.038,340000,4
John Mayer,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",0.315,0.296,5,-13.262,1,0.0315,0.771,0,0.702,0.435,173.509,263573,4
John Mayer,Your Body Is a Wonderland,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,4
John Mayer,Gravity,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,245827,3
John Mayer,Slow Dancing in a Burning Room,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,242000,5
Jason Mraz,Lucky,0.625,0.414,0,-8.7,1,0.0369,0.294,0,0.151,0.669,130.088,189613,4
Ben Rector,When A Heart Breaks,0.661,0.388,11,-10.897,1,0.0349,0.153,0.000233,0.111,0.203,141.849,254978,4
Ben Rector,"30,000 Feet",0.558,0.45,0,-9.641,1,0.0525,0.702,0,0.0602,0.318,179.873,256933,4
Ben Rector,When I'm With You,0.432,0.816,2,-6.086,1,0.0339,0.00114,1.62e-06,0.144,0.282,158.166,226093,3
Judah & the Lion,Going To Mars,0.571,0.65,8,-8.948,0,0.0434,0.148,0.00898,0.109,0.434,144.063,228917,4
George Ezra,Blame It on Me,0.537,0.757,3,-3.374,1,0.0274,0.473,0,0.341,0.421,103.882,196400,4
Matt Maeson,Cringe - Stripped,0.752,0.276,5,-8.901,1,0.0463,0.876,0,0.103,0.275,126.135,223467,4
Matt Maeson,Grave Digger,0.629,0.492,6,-7.7,0,0.0968,0.049,0,0.107,0.426,139.417,238000,4
GRiZ,Good Times Roll,0.677,0.874,1,-5.445,1,0.129,0.0219,0.00738,0.973,0.58,100.012,244828,4
GRiZ,For The Love (Big Wild Remix),0.741,0.721,10,-6.369,0,0.0903,0.097,0.00618,0.26,0.548,101.022,173465,4
Matt Maeson,Straight Razor,0.546,0.676,8,-5.776,1,0.0387,0.00857,0.000134,0.338,0.262,135.706,266507,4
Mat Kearney,One Black Sheep,0.734,0.75,5,-8.016,1,0.0353,0.203,5.51e-05,0.132,0.677,110.507,197240,4
Quinn XCII,Good Friend,0.66,0.678,0,-7.846,0,0.0448,0.111,0,0.149,0.354,143.052,223000,4
Quinn XCII,Fake Denim,0.862,0.599,1,-6.116,0,0.296,0.407,0,0.0827,0.495,93.922,187333,4
Bazzi,Mine,0.716,0.805,4,-3.839,1,0.0856,0.014,3.1e-06,0.291,0.719,142.886,133995,4
A R I Z O N A,I Was Wrong,0.826,0.502,6,-9.361,1,0.0349,0.204,0.0601,0.102,0.561,118.015,216386,4
Ariana Grande,bad idea,0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998,267107,4
blackbear,1 SIDED LOVE,0.584,0.42,8,-7.827,1,0.0322,0.236,0,0.119,0.283,90.051,170667,4
Ariana Grande,NASA,0.737,0.461,6,-6.887,1,0.293,0.447,0,0.268,0.481,75.005,182000,4
Post Malone,Wow.,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,149520,4
Quinn XCII,Tough (feat. Noah Kahan),0.729,0.571,10,-7.047,1,0.0551,0.39,0,0.111,0.687,93.125,178133,4
Khalid,Saturday Nights,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4
Ben Rector,Drive,0.565,0.857,2,-4.519,1,0.0384,0.0146,0,0.0606,0.632,126.072,197387,4
blink-182,All The Small Things,0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,168000,4
Ben Rector,Old Friends,0.469,0.403,8,-10.047,1,0.0483,0.132,4.71e-05,0.116,0.208,147.429,224744,4
Khalid,Better,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
Soulja Boy,Turn My Swag On,0.546,0.712,3,-3.104,0,0.0269,0.000969,0,0.406,0.489,150.154,206333,4
Social House,Magic In The Hamptons (feat. Lil Yachty),0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051,164640,4
Juice WRLD,Robbery,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,240051,5
Quinn XCII,U & Us,0.598,0.73,4,-7.871,1,0.0423,0.087,0.00268,0.186,0.264,130.039,226000,4
benny blanco,Eastside (with Halsey & Khalid),0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
NEEDTOBREATHE,HARD LOVE,0.387,0.843,0,-4.221,0,0.0539,0.0231,0,0.503,0.378,168.149,214627,4
Quinn XCII,Life Must Go On,0.715,0.551,10,-6.486,1,0.096,0.126,0,0.314,0.528,90.923,185587,4
Bedon,Lazy Eyes,0.62,0.447,9,-8.011,1,0.0324,0.0291,0.00668,0.0973,0.472,131.938,251818,4
Quinn XCII,Autopilot,0.811,0.622,9,-6.957,1,0.0935,0.194,0,0.128,0.899,94.995,181520,4
Khalid,Right Back,0.788,0.427,5,-9.918,0,0.308,0.0659,3.63e-05,0.171,0.603,97.03,215227,4
Khalid,Hundred,0.772,0.483,6,-10.06,0,0.0564,0.0521,0.000375,0.377,0.479,120.005,277080,4
Khalid,Free Spirit,0.627,0.446,2,-9.477,0,0.0332,0.308,0.00077,0.111,0.11,139.994,182080,4
MAX,Love Me Less (feat. Quinn XCII),0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.323,0.771,145.034,177670,4
Walker Hayes,Shut Up Kenny,0.657,0.625,4,-8.097,1,0.0527,0.492,0,0.155,0.504,73.999,180600,4
Jeremy Zucker,talk is overrated,0.776,0.353,4,-8.317,0,0.0687,0.435,0,0.302,0.658,138.035,189800,4
T-Pain,Up Down (Do This All Day) (feat. B.o.B),0.778,0.498,5,-6.846,0,0.0562,0.256,0,0.295,0.464,96.995,231093,4
Rex Orange County,Loving Is Easy (feat. Benny Sings),0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,155720,4
Kendrick Lamar,LOVE. FEAT. ZACARI.,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,213400,4
J-Kwon,Tipsy - Club Mix,0.925,0.744,0,-5.79,1,0.367,0.0644,0,0.0888,0.656,93.02,243227,4
Kid Cudi,Pursuit Of Happiness (Nightmare),0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293,4
Aer,Floats My Boat,0.812,0.694,2,-5.456,0,0.218,0.0278,0,0.0385,0.67,170.026,205173,4
Hilltop Hoods,1955,0.698,0.502,4,-7.559,1,0.0934,0.72,5.79e-06,0.307,0.717,83.77,239280,4
Sheck Wes,Mo Bamba,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
Cherub,Doses & Mimosas,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,323253,4
Wes Walker,Jordan Belfort,0.86,0.719,11,-4.325,0,0.33,0.125,0,0.0799,0.496,160.049,207912,4
Tiësto,Wasted,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028,188371,4
will.i.am,#thatPOWER,0.789,0.604,6,-6.093,0,0.0583,0.00104,4.51e-05,0.0712,0.398,127.999,280040,4
Flo Rida,Good Feeling,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4
Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),0.767,0.782,7,-5.545,1,0.14,0.0541,0,0.338,0.827,116.491,220319,4
Chiddy Bang,Opposite of Adults,0.674,0.899,9,-5.115,1,0.193,0.011,0,0.327,0.604,95.999,191600,4
Kirko Bangz,Drank in My Cup,0.451,0.632,8,-7.98,0,0.297,0.0114,0,0.198,0.234,132.89,232160,4
Nico & Vinz,That's How You Know (feat. Kid Ink & Bebe Rexha),0.769,0.437,1,-6.406,1,0.0363,0.44,0,0.116,0.737,103.921,186443,4
will.i.am,Feelin' Myself,0.859,0.533,6,-8.59,0,0.156,0.0293,0,0.138,0.514,96.453,253547,4
Kool & The Gang,Celebration,0.902,0.655,1,-11.862,1,0.0576,0.139,0.0303,0.0672,0.911,121.647,298867,4
KC & The Sunshine Band,Boogie Shoes - 45 Version,0.93,0.802,4,-10.5,1,0.0545,0.502,0.182,0.0795,0.972,119.559,130813,4
Chris Stapleton,Tennessee Whiskey,0.387,0.375,9,-10.852,1,0.0355,0.205,0.00647,0.0807,0.503,50.454,293293,4
Creedence Clearwater Revival,Bad Moon Rising,0.647,0.762,2,-5.856,1,0.0287,0.0599,3.35e-06,0.0705,0.93,89.837,141600,4
Houndmouth,Sedona,0.396,0.677,3,-7.513,1,0.0354,0.0372,0.000137,0.112,0.249,135.177,239880,4
Fleetwood Mac,Dreams - 2004 Remaster,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
Wham!,Wake Me Up Before You Go-Go,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,231333,4
Yo Gotti,Down In the DM,0.779,0.648,1,-7.285,0,0.0468,0.0017,3.87e-05,0.0891,0.331,152.879,181961,4
Soulja Boy,Pretty Boy Swag,0.837,0.42,8,-5.158,1,0.0629,0.177,0,0.356,0.143,123.157,236093,4
Taylor Girlz,Wedgie (feat. Trinity Taylor),0.796,0.92,10,-1.773,0,0.0818,0.0915,1.75e-06,0.672,0.544,151.99,169002,4
Jeff Hodge,Better Than New,0.7,0.804,4,-5.537,1,0.0325,0.0649,2.37e-05,0.0787,0.526,111.034,201501,4
Scotty McCreery,Five More Minutes,0.496,0.632,7,-4.933,1,0.0282,0.257,1.07e-06,0.109,0.278,156.034,241147,4
Chris Lane,Take Back Home Girl (feat. Tori Kelly),0.488,0.783,11,-3.967,1,0.0725,0.356,0,0.0921,0.664,159.924,212080,4
Jeff Hodge,Throwback,0.521,0.91,1,-4.496,1,0.058,0.0167,0,0.325,0.784,166.098,176876,4
Cupid,Cupid Shuffle,0.785,0.582,5,-4.877,0,0.237,0.191,0,0.2,0.861,71.774,231360,4
Mr. C,Cha Cha Slide,0.854,0.903,11,-6.821,0,0.147,0.0423,0.00576,0.316,0.814,131.02,222080,4
Jeff Hodge,There's the Door,0.649,0.431,10,-7.38,1,0.0365,0.741,9e-05,0.291,0.347,87.939,201328,4
Maroon 5,Girls Like You,0.611,0.462,0,-7.054,1,0.0646,0.558,1.01e-06,0.131,0.377,59.635,215230,4
Train,Call Me Sir (feat. Cam & Travie McCoy),0.522,0.755,8,-4.405,0,0.0461,0.214,0,0.102,0.441,83.965,216280,4
Ben Rector,Duo,0.708,0.698,11,-5.268,1,0.119,0.0593,0.00197,0.195,0.731,80.114,202587,4
NEEDTOBREATHE,Forever on Your Side (with JOHNNYSWIM),0.511,0.8,10,-4.759,1,0.0622,0.227,0.000345,0.112,0.531,114.042,294200,4
Judah & the Lion,Twenty-Somethings,0.512,0.552,10,-9.499,1,0.0355,0.0424,0.00213,0.111,0.21,143.977,206067,4
Quinn XCII,Right Where You Should Be (feat. Ashe & Louis Futon),0.513,0.444,5,-6.578,1,0.0356,0.161,4.74e-05,0.129,0.506,91.084,207440,4
Cody Fry,Go,0.679,0.674,1,-5.784,1,0.0519,0.238,5.49e-05,0.129,0.611,94.991,194247,4
The Band CAMINO,Daphne Blue,0.567,0.925,1,-2.775,0,0.0906,0.00239,0.0054,0.348,0.704,118.006,182840,4
The Head And The Heart,All We Ever Knew,0.487,0.724,0,-5.905,1,0.0289,0.00224,1.03e-05,0.213,0.546,102.03,225560,4
Ben Rector,I Like You,0.657,0.356,3,-11.808,1,0.0362,0.343,1.27e-06,0.11,0.394,78.914,138518,4
Khalid,My Bad,0.577,0.578,0,-9.146,0,0.0907,0.547,0.59,0.264,0.367,84.963,163973,4
Ben Rector,I Will Always Be Yours,0.445,0.771,0,-4.607,1,0.0501,0.133,0,0.273,0.448,147.913,226827,4
Quinn XCII,Werewolf (feat. Yoshi Flower),0.695,0.557,8,-6.686,1,0.396,0.0403,0,0.0832,0.684,161.882,191893,4
Khalid,Twenty One,0.776,0.445,9,-8.574,1,0.0371,0.212,0.00409,0.124,0.405,109.981,184200,4
Ben Rector,Kids,0.589,0.748,11,-6.929,1,0.0379,0.0472,1.36e-05,0.126,0.131,101.572,257493,4
Christian French,love ride,0.55,0.58,4,-7.687,0,0.0784,0.206,1.02e-06,0.119,0.484,82.27,234192,4
AJR,100 Bad Days,0.626,0.639,10,-5.62,1,0.085,0.0465,0,0.161,0.638,144.009,212783,4
The Band CAMINO,2 / 14,0.607,0.708,9,-7.428,1,0.0539,0.377,0,0.294,0.551,97.005,163690,4
The Band CAMINO,My Thoughts on You,0.541,0.695,2,-7.75,1,0.0456,0.0148,0.000114,0.137,0.318,115.122,211109,4
The Band CAMINO,The Black and White,0.461,0.572,4,-7.241,1,0.0278,0.178,0.000182,0.102,0.109,133.974,279197,4
Bedon,Mooky Blaylock,0.625,0.657,4,-5.306,1,0.0282,0.0213,0.0007,0.338,0.656,140.082,206726,4
HRVY,High,0.623,0.762,9,-4.574,1,0.0971,0.059,0,0.0944,0.504,101.866,218493,4
David Guetta,Dirty Sexy Money (feat. Charli XCX & French Montana),0.721,0.873,1,-4.741,1,0.119,0.0789,0,0.0824,0.552,79.943,172687,4
One Direction,Nobody Compares,0.657,0.809,11,-3.982,1,0.0347,0.00709,0,0.0452,0.859,124.009,211293,4
Dua Lipa,IDGAF,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947,4
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),0.49,0.805,2,-4.595,0,0.0356,0.0196,0,0.162,0.183,112.97,245453,4
Dua Lipa,New Rules,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
Hailee Steinfeld,Capital Letters,0.671,0.817,0,-5.493,1,0.0797,0.0387,1.02e-05,0.121,0.494,100.071,219373,4
HRVY,Talk To Ya,0.641,0.801,9,-4.754,1,0.13,0.182,1.62e-05,0.191,0.766,119.869,208960,4
PRETTYMUCH,"10,000 Hours",0.616,0.803,6,-4.794,1,0.231,0.0512,0,0.115,0.51,137.924,193096,4
Liam Payne,Bedroom Floor,0.678,0.679,1,-7.093,1,0.0644,0.301,0.000136,0.112,0.218,119.977,188346,4
Kendrick Lamar,All The Stars (with SZA),0.532,0.642,5,-4.891,0,0.111,0.0548,0.000246,0.0991,0.536,193.016,232187,4
HRVY,Phobia,0.441,0.798,1,-4.974,0,0.098,0.0175,0,0.133,0.285,84.248,198711,4
5 Seconds of Summer,Want You Back,0.608,0.873,0,-4.928,1,0.0424,0.00748,0,0.196,0.589,98.009,173073,4
XXXTENTACION,changes,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,121887,4
Madison Beer,Home with You,0.631,0.599,7,-6.137,0,0.0878,0.067,0,0.0952,0.727,170.122,190576,4
Why Don't We,Why Don't We Just,0.713,0.662,6,-3.633,0,0.14,0.353,2.11e-06,0.0977,0.794,97.255,179581,4
Why Don't We,Hooked,0.623,0.624,1,-5.469,1,0.0595,0.0941,0,0.119,0.347,180.016,204907,4
Mabel,Finders Keepers,0.84,0.572,4,-6.517,0,0.105,0.0508,3.52e-06,0.0907,0.644,108.014,268067,4
Why Don't We,Something Different,0.901,0.531,6,-4.118,0,0.0791,0.0263,0,0.097,0.687,105.026,161500,4
Charlie Puth,How Long,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,4
Zach Herron,Timelapse,0.726,0.73,1,-6.706,1,0.0488,0.0528,0,0.171,0.839,92.032,228268,4
In Real Life,Eyes Closed,0.645,0.799,1,-5.557,0,0.115,0.0524,0,0.265,0.782,146.892,198200,4
EBEN,LAMBO,0.839,0.491,8,-7.269,1,0.0956,0.0138,2.59e-05,0.13,0.351,98.947,177093,4
Zach Herron,Why,0.631,0.471,4,-9.298,1,0.144,0.0164,0,0.0685,0.326,79.969,248479,4
EBEN,Shnack,0.702,0.768,4,-6.913,0,0.167,0.583,0.00014,0.139,0.876,159.952,174237,4
Jonah Marais,Night Changes,0.727,0.416,1,-8.876,1,0.0322,0.67,0,0.109,0.662,118.035,234607,4
Logan Paul,The Number Song,0.842,0.563,5,-3.608,0,0.0477,0.0851,0,0.108,0.666,124.0,174514,4
Lovey James,Secret Love Song,0.61,0.463,8,-4.922,1,0.0371,0.539,0,0.13,0.155,93.164,244220,4
Jake Paul,It's Everyday Bro,0.79,0.714,1,-7.86,0,0.202,0.00142,0,0.111,0.559,150.033,217678,5
Shawn Mendes,Lost In Japan,0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,201200,4
Charlie Puth,Attention,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
Ariana Grande,God is a woman,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4
Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,190428,4
Seven Bucks,The Song Of The Summer,0.625,0.753,6,-3.719,1,0.168,0.279,2.63e-06,0.14,0.492,125.118,288113,4
Logic,1-800-273-8255,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,250173,4
Hailee Steinfeld,Most Girls,0.756,0.572,9,-7.019,1,0.0763,0.0478,0,0.0853,0.417,102.986,204400,4
blackbear,do re mi,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,212027,3
Billie Eilish,lovely (with Khalid),0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,4
Halsey,Now Or Never,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,4
Poo Bear,Hard 2 Face Reality,0.625,0.626,7,-5.281,1,0.0293,0.22,0,0.228,0.281,142.043,196570,4
Louis Tomlinson,Just Like You,0.703,0.628,0,-5.914,1,0.203,0.364,0,0.384,0.471,138.032,205217,4
GOAT,Grenade,0.644,0.699,0,-5.401,0,0.198,0.141,0,0.122,0.71,169.914,238103,4
Troye Sivan,My My My!,0.701,0.458,1,-7.749,1,0.0836,0.00407,0.000151,0.045,0.482,102.967,204727,4
Bhad Bhabie,Gucci Flip Flops (feat. Lil Yachty),0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,151851,4
MKTO,God Only Knows,0.65,0.745,4,-3.969,1,0.028,0.0276,1.11e-06,0.206,0.649,114.974,195840,4
MKTO,Thank You,0.65,0.943,11,-4.751,1,0.0692,0.0171,0,0.15,0.8,126.008,229880,4
Selena Gomez,Fetish (feat. Gucci Mane),0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,186113,4
G-Eazy,Him & I (with Halsey),0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,4
Juice WRLD,Lucid Dreams,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
The Chainsmokers,Sick Boy,0.548,0.687,11,-6.371,0,0.15,0.106,0,0.131,0.362,180.017,193947,4
One Direction,18,0.681,0.582,6,-7.76,0,0.0313,0.22,0,0.119,0.221,124.038,248360,4
Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),0.643,0.904,0,-3.694,1,0.0739,0.0776,0,0.189,0.481,103.028,195419,4
Cardi B,Bodak Yellow,0.926,0.703,11,-6.337,0,0.103,0.0659,0,0.231,0.485,125.022,223713,4
Ariana Grande,Everyday,0.637,0.733,7,-4.413,0,0.0563,0.0149,0,0.162,0.431,131.004,194840,4
Jayden Bartels,Can't Help Me Now,0.831,0.593,5,-6.542,0,0.0387,0.0702,1.82e-05,0.176,0.385,100.977,207122,4
Why Don't We,Nobody Gotta Know,0.483,0.627,11,-6.889,1,0.0385,0.00846,0,0.34,0.48,164.89,183925,4
Why Don't We,Taking You,0.696,0.704,0,-7.191,1,0.0326,0.00259,0,0.148,0.26,101.994,155446,4
Logan Paul,Santa Diss Track,0.877,0.714,2,-5.137,1,0.255,0.353,0,0.0905,0.639,83.022,146747,4
Why Don't We,All My Love,0.76,0.788,0,-4.705,1,0.177,0.0728,0.474,0.113,0.543,121.022,151096,4
EBEN,Do or Die,0.707,0.835,7,-5.24,1,0.0413,0.374,8.5e-06,0.102,0.647,132.035,194697,4
EBEN,Tonight You're Mine,0.502,0.854,0,-4.732,0,0.429,0.157,0,0.219,0.715,173.948,205016,4
Maggie Lindemann,Pretty Girl,0.456,0.764,10,-3.584,1,0.148,0.298,0,0.229,0.383,124.971,219429,5
Camila Cabello,Crying in the Club,0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,216391,4
Shawn Mendes,Youth (feat. Khalid),0.534,0.596,6,-6.653,0,0.117,0.56,0,0.133,0.324,100.121,190867,4
David Guetta,2U (feat. Justin Bieber),0.534,0.613,8,-7.41,0,0.0591,0.234,0,0.227,0.528,144.878,194893,4
Jonas Blue,Mama,0.737,0.792,11,-4.117,0,0.0416,0.102,0,0.0532,0.543,104.012,184134,4
Kay Cook,Thoughts,0.397,0.0661,0,-19.512,1,0.182,0.756,0.00875,0.0977,0.044,48.548,208125,4
Ariana Grande,breathin,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4
One Direction,They Don't Know About Us,0.512,0.754,0,-6.031,1,0.0549,0.135,0,0.0881,0.336,147.89,201693,4
benny blanco,Eastside (with Halsey & Khalid),0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173800,4
Cheat Codes,Only You (with Little Mix),0.607,0.74,4,-4.793,0,0.172,0.0829,0,0.105,0.219,108.05,189401,4
Logan Paul,Outta My Hair,0.834,0.611,5,-4.585,0,0.207,0.103,0,0.0578,0.893,103.011,168171,4
Logan Paul,Help Me Help You (feat. Why Don't We),0.811,0.641,1,-4.167,0,0.256,0.205,0,0.547,0.781,134.971,152822,4
Why Don't We,Just to See You Smile,0.707,0.618,9,-7.154,1,0.142,0.0508,0,0.102,0.261,89.901,181958,4
HRVY,Heartbroken,0.795,0.792,11,-4.747,0,0.118,0.198,5.85e-06,0.119,0.854,103.984,172000,4
EBEN,Sideways,0.79,0.523,1,-5.204,1,0.037,0.156,0,0.0799,0.312,136.011,208042,4
Why Don't We,We the Party,0.671,0.806,6,-2.92,1,0.0841,0.0398,1.1e-06,0.181,0.54,93.893,175533,4
Why Don't We,Free,0.711,0.537,0,-7.145,1,0.0417,0.55,0,0.149,0.558,116.898,172123,4
EBEN,Tell Me,0.553,0.837,11,-4.292,0,0.0506,0.0147,3.41e-06,0.105,0.111,147.036,178861,4
Jake Paul,Ohio Fried Chicken,0.901,0.715,11,-4.96,1,0.259,0.173,0,0.308,0.9,127.025,155742,4
Erika Costell,There For You,0.836,0.478,0,-8.426,1,0.139,0.356,0,0.0898,0.389,126.994,215999,4
EBEN,That's Alright,0.85,0.614,10,-6.054,0,0.181,0.336,0,0.103,0.676,120.019,165600,4
Why Don't We,Runner,0.786,0.729,5,-3.588,0,0.107,0.205,0.000149,0.175,0.369,102.099,180004,4
The Vamps,Somebody To You,0.526,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,185098,4
Ruel,Younger,0.745,0.477,11,-7.706,0,0.088,0.202,0,0.12,0.454,136.055,222320,4
Bazzi,Star,0.694,0.389,8,-5.41,1,0.0706,0.3,0,0.158,0.409,90.984,169872,4
DJ Khaled,No Brainer,0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,260000,5
Tyga,Taste (feat. Offset),0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232959,4
Why Don't We,I Depend on You,0.854,0.846,2,-4.344,1,0.184,0.328,0.000173,0.0876,0.343,101.995,205201,4
HRVY,La La La La (Means I Love You),0.723,0.665,9,-5.483,0,0.0768,0.117,0,0.115,0.398,97.126,192184,4
PRETTYMUCH,Would You Mind,0.645,0.753,5,-4.929,0,0.122,0.00613,0,0.0685,0.498,115.792,179689,4
Why Don't We,On My Way,0.524,0.447,9,-8.319,1,0.093,0.141,0.000398,0.0654,0.555,133.14,211401,5
Why Don't We,Made For,0.866,0.534,11,-4.092,1,0.165,0.0289,1.52e-05,0.305,0.522,144.986,187719,4
Corbyn Besson,The Only One (Acoustic),0.578,0.337,3,-8.459,1,0.0426,0.866,1.41e-06,0.111,0.355,116.514,200728,5
Jonah Marais,War Paint,0.761,0.433,8,-8.821,1,0.0374,0.271,7.99e-05,0.0983,0.371,116.002,200570,4
HRVY,Say Something To Me,0.725,0.682,5,-5.838,0,0.114,0.182,0,0.121,0.464,116.972,266466,4
Daniel Seavey,Breakaway,0.21,0.677,5,-6.22,0,0.0441,0.0585,0,0.107,0.254,49.117,233533,4
EBEN,Roll,0.727,0.611,4,-5.518,1,0.169,0.0351,5.59e-06,0.133,0.517,159.983,192013,4
Why Don't We,Invitation,0.659,0.662,1,-3.15,0,0.0807,0.0261,3.46e-06,0.0689,0.407,169.915,202187,4
Corbyn Besson,Marathons (Acoustic),0.56,0.273,9,-8.558,0,0.206,0.821,0.00021,0.104,0.35,81.771,157060,5
Jonah Marais,I Meant It,0.65,0.403,10,-9.763,1,0.0274,0.0322,9.89e-05,0.113,0.276,133.983,241791,4
HRVY,Personal - Acoustic,0.696,0.397,6,-6.45,1,0.036,0.483,0,0.147,0.884,139.121,186947,4
Daniel Seavey,You Make My Dreams,0.789,0.639,8,-5.969,1,0.0586,0.643,0,0.0774,0.732,170.089,161067,4
Why Don't We,Never Know,0.652,0.678,9,-5.829,1,0.173,0.0303,0,0.288,0.515,103.877,174560,4
EBEN,When Did You Know,0.436,0.498,9,-8.382,1,0.221,0.254,0,0.119,0.0829,175.532,179640,4
Why Don't We,Boomerang,0.765,0.841,8,-5.983,1,0.194,0.0404,0.00139,0.0593,0.767,106.076,165320,4
